id,laptop_ID,Company,Product,TypeName,Inches,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price_euros,Total Resolution
407,470,899.0,IdeaPad 510s-14IKB,Notebook,14.0,Intel Core i7 7500U 2.7GHz,8.0,512GB SSD,AMD Radeon R7 M460,No OS,1.5,799.0,2073600.0
408,1303,899.0,Yoga 900-13ISK,2 in 1 Convertible,13.3,Intel Core i7 6500U 2.5GHz,16.0,512GB SSD,Intel HD Graphics 520,Windows 10,1.3,1499.0,5760000.0
409,1212,949.0,Inspiron 7378,2 in 1 Convertible,13.3,Intel Core i5 7200U 2.5GHz,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.6,1199.0,2073600.0
410,779,949.0,Inspiron 5567,Notebook,15.6,Intel Core i7 7500U 2.7GHz,16.0,256GB SSD,AMD Radeon R7 M445,Windows 10,2.3,1181.27,2073600.0
411,1247,1684.0,GL62M 7RDX,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,8.0,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.2,1149.0,2073600.0
412,298,949.0,XPS 15,Notebook,15.6,Intel Core i7 7700HQ 2.8GHz,8.0,256GB SSD,Nvidia GeForce GTX 1050,Windows 10,2.0,1829.0,2073600.0
413,640,899.0,V330-15IKB (i5-8250U/4GB/256GB/FHD/W10),Notebook,15.6,Intel Core i5 8250U 1.6GHz,4.0,256GB SSD,Intel UHD Graphics 620,Windows 10,1.8,829.0,2073600.0
414,572,949.0,XPS 13,Ultrabook,13.3,Intel Core i5 8250U 1.6GHz,8.0,128GB SSD,Intel UHD Graphics 620,Windows 10,1.21,1599.0,8294400.0
415,552,914.0,ProBook 450,Notebook,15.6,Intel Core i3 7100U 2.4GHz,4.0,128GB SSD,Intel HD Graphics 620,Windows 10,2.1,705.5,2073600.0
418,1036,914.0,Spectre 13-V100nv,Notebook,13.3,Intel Core i5 7200U 2.5GHz,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.11,1149.0,2073600.0
420,198,949.0,Inspiron 5379,2 in 1 Convertible,13.3,Intel Core i7 8550U 1.8GHz,8.0,1TB HDD,Intel UHD Graphics 620,Windows 10,1.62,839.0,2073600.0
422,21,963.0,Vivobook E200HA,Netbook,11.6,Intel Atom x5-Z8350 1.44GHz,2.0,32GB Flash Storage,Intel HD Graphics 400,Windows 10,0.98,191.9,1049088.0
423,836,949.0,Latitude 3480,Notebook,14.0,Intel Core i3 6006U 2GHz,4.0,500GB HDD,Intel HD Graphics 520,Windows 10,1.76,585.0,1049088.0
424,890,914.0,ProBook 450,Notebook,15.6,Intel Core i5 7200U 2.5GHz,4.0,256GB SSD,Intel HD Graphics 620,Windows 10,2.04,839.0,2073600.0
425,1113,914.0,250 G5,Notebook,15.6,Intel Pentium Quad Core N3710 1.6GHz,4.0,1TB HDD,Intel HD Graphics 405,Windows 10,1.96,500.0,1049088.0
426,585,1684.0,GT73VR Titan,Gaming,17.3,Intel Core i7 7820HK 2.9GHz,16.0,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,4.14,2729.0,2073600.0
427,1,1339.69,MacBook Pro,Ultrabook,13.3,Intel Core i5 2.3GHz,8.0,128GB SSD,Intel Iris Plus Graphics 640,macOS,1.37,1339.69,4096000.0
429,888,999.9,Mi Notebook,Ultrabook,13.3,Intel Core i5 6200U 2.3GHz,8.0,256GB SSD,Nvidia GeForce 940MX,Windows 10,1.28,935.0,2073600.0
430,726,265.0,Smartbook 142,Notebook,14.0,Intel Atom Z8350 1.92GHz,4.0,32GB HDD,Intel HD Graphics 400,Windows 10,1.4,265.0,2304000.0
431,387,899.0,V310-15ISK (i3-6006U/4GB/128GB/FHD/No,Notebook,15.6,Intel Core i3 6006U 2GHz,4.0,128GB SSD,Intel HD Graphics 520,No OS,1.85,403.5,2073600.0
433,769,899.0,Legion Y520-15IKBN,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,8.0,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.5,1048.0,2073600.0
434,786,559.0,Swift 3,Notebook,14.0,Intel Core i3 7100U 2.4GHz,4.0,128GB SSD,Intel HD Graphics 620,Windows 10,1.8,636.0,2073600.0
435,194,899.0,Thinkpad Yoga,2 in 1 Convertible,14.0,Intel Core i7 7500U 2.7GHz,16.0,1TB SSD,Intel HD Graphics 620,Windows 10,1.42,2824.0,3686400.0
436,459,914.0,ProBook 650,Workstation,15.6,Intel Core i7 7820HQ 2.9GHz,8.0,512GB SSD,Intel HD Graphics 620,Windows 10,2.31,1534.0,2073600.0
437,255,949.0,Inspiron 5579,2 in 1 Convertible,15.6,Intel Core i7 8550U 1.8GHz,8.0,1TB HDD,Intel UHD Graphics 620,Windows 10,2.08,819.0,2073600.0
439,899,559.0,Chromebook C731-C78G,Netbook,11.6,Intel Celeron Dual Core N3060 1.6GHz,4.0,32GB Flash Storage,Intel HD Graphics 400,Chrome OS,1.25,297.0,1049088.0
441,1245,949.0,Vostro 3568,Notebook,15.6,Intel Core i5 7200U 2.5GHz,4.0,1TB HDD,Intel HD Graphics 520,Linux,2.18,521.86,1049088.0
442,1080,949.0,XPS 13,Ultrabook,13.3,Intel Core i7 7500U 2.7GHz,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.29,1458.0,2073600.0
444,421,963.0,ZenBook Flip,2 in 1 Convertible,13.3,Intel Core i5 7200U 2.5GHz,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.27,928.0,2073600.0
447,903,1624.0,Notebook 9,Ultrabook,15.0,Intel Core i7 7500U 2.7GHz,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.17,1699.0,2073600.0
448,782,949.0,Inspiron 7567,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,8.0,1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.62,1099.0,2073600.0
449,271,963.0,ZenBook Flip,2 in 1 Convertible,13.3,Intel Core i7 8550U 1.8GHz,8.0,512GB SSD +  512GB SSD,Intel UHD Graphics 620,Windows 10,1.1,1499.0,2073600.0
450,256,963.0,ROG G752VSK-GC493T,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,16.0,256GB SSD +  1TB HDD,Nvidia GeForce GTX 980M,Windows 10,4.3,1799.0,2073600.0
451,443,914.0,15-ra044nv (N3060/4GB/500GB/W10),Notebook,15.6,Intel Celeron Dual Core N3060 1.6GHz,4.0,500GB HDD,Intel HD Graphics 400,Windows 10,2.1,347.0,1049088.0
452,1129,899.0,Yoga Book,2 in 1 Convertible,10.1,Intel Atom x5-Z8550 1.44GHz,4.0,64GB Flash Storage,Intel HD Graphics 400,Android,0.69,549.0,2304000.0
453,1001,899.0,Legion Y520-15IKBN,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,8.0,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.5,1189.0,2073600.0
454,485,949.0,Inspiron 3576,Notebook,15.6,Intel Core i5 8250U 1.6GHz,8.0,1TB HDD,AMD Radeon 520,Windows 10,2.2,675.0,2073600.0
455,1250,949.0,Inspiron 3567,Notebook,15.6,Intel Core i3 7100U 2.4GHz,8.0,1TB HDD,Intel HD Graphics 620,Windows 10,2.3,469.01,1049088.0
456,1084,1339.69,"MacBook 12""",Ultrabook,12.0,Intel Core M 1.1GHz,8.0,256GB Flash Storage,Intel HD Graphics 515,Mac OS X,0.92,1300.0,3317760.0
458,1019,914.0,EliteBook 840,Notebook,14.0,Intel Core i5 6300U 2.4GHz,4.0,256GB SSD,Intel HD Graphics 520,Windows 10,1.48,1099.99,1049088.0
460,809,914.0,ZBook 17,Workstation,15.6,Intel Core i7 7700HQ 2.8GHz,8.0,256GB SSD,Nvidia Quadro M2200,Windows 10,3.14,2064.9,2073600.0
464,987,1195.0,Tecra A40-C-1DF,Notebook,14.0,Intel Core i5 6200U 2.3GHz,8.0,256GB SSD,Intel HD Graphics 520,Windows 10,1.95,1180.0,2073600.0
465,964,914.0,ZBook Studio,Workstation,15.6,Intel Core i7 6820HQ 2.7GHz,8.0,8GB SSD,Nvidia Quadro M1000M,Windows 10,2.0,2249.0,2073600.0
466,1139,963.0,VivoBook Max,Notebook,15.6,Intel Core i3 7100U 2.4GHz,4.0,1TB HDD,Intel HD Graphics 620,Windows 10,2.0,435.0,1049088.0
467,1058,914.0,EliteBook 840,Notebook,14.0,Intel Core i5 6200U 2.3GHz,4.0,500GB HDD,Intel HD Graphics 520,Windows 10,1.54,1000.0,2073600.0
469,203,914.0,Probook 470,Notebook,17.3,Intel Core i7 8550U 1.8GHz,8.0,256GB SSD,Nvidia GeForce 930MX,Windows 10,2.5,1045.0,2073600.0
470,788,963.0,Vivobook Max,Notebook,15.6,Intel Pentium Dual Core N4200 1.1GHz,8.0,128GB SSD,Intel HD Graphics 505,Windows 10,2.0,581.9,2073600.0
471,543,949.0,Inspiron 5570,Notebook,15.6,Intel Core i5 8250U 1.6GHz,8.0,256GB SSD,AMD Radeon 530,Windows 10,2.2,797.41,2073600.0
472,599,949.0,Inspiron 3179,2 in 1 Convertible,11.6,Intel Core M 7Y30 1.0GHz,4.0,128GB SSD,Intel HD Graphics 615,Windows 10,1.39,603.0,1049088.0
474,110,963.0,UX430UQ-GV209R (i7-7500U/8GB/256GB/GeForce,Ultrabook,14.0,Intel Core i7 7500U 2.7GHz,8.0,256GB SSD,Nvidia GeForce 940MX,Windows 10,1.3,1193.0,2073600.0
475,64,963.0,UX410UA-GV350T (i5-8250U/8GB/256GB/FHD/W10),Notebook,14.0,Intel Core i5 8250U 1.6GHz,8.0,256GB SSD,Intel UHD Graphics 620,Windows 10,1.4,941.0,2073600.0
476,1141,899.0,Yoga Book,2 in 1 Convertible,10.1,Intel Atom x5-Z8550 1.44GHz,4.0,64GB Flash Storage,Intel HD Graphics 400,Windows 10,0.69,479.0,2304000.0
478,176,899.0,IdeaPad 320-15AST,Notebook,15.6,AMD A6-Series 9220 2.9GHz,4.0,500GB HDD,AMD Radeon R4 Graphics,No OS,2.2,309.0,1049088.0
481,71,963.0,FX753VE-GC093 (i7-7700HQ/12GB/1TB/GeForce,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,12.0,1TB HDD,Nvidia GeForce GTX 1050 Ti,Linux,3.0,949.0,2073600.0
482,1131,899.0,IdeaPad Y900-17ISK,Gaming,17.3,Intel Core i7 6820HK 2.7GHz,16.0,256GB SSD +  1.0TB Hybrid,Nvidia GeForce GTX 980M,Windows 10,4.6,2749.99,2073600.0
484,1207,559.0,Predator G9-793,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,16.0,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,4.2,2599.0,2073600.0
485,914,949.0,XPS 13,2 in 1 Convertible,13.3,Intel Core i7 7Y75 1.3GHz,16.0,256GB SSD,Intel HD Graphics 615,Windows 10,1.22,1649.0,2073600.0
486,395,899.0,ThinkPad X1,2 in 1 Convertible,14.0,Intel Core i7 7500U 2.7GHz,16.0,512GB SSD,Intel HD Graphics 620,Windows 10,1.42,2509.0,3686400.0
488,753,559.0,Chromebook 14,Notebook,14.0,Intel Celeron Dual Core N3060 1.6GHz,2.0,32GB Flash Storage,Intel HD Graphics 400,Chrome OS,1.68,330.0,1049088.0
489,6,559.0,Aspire 3,Notebook,15.6,AMD A9-Series 9420 3GHz,4.0,500GB HDD,AMD Radeon R5,Windows 10,2.1,400.0,1049088.0
490,11,914.0,250 G6,Notebook,15.6,Intel Core i5 7200U 2.5GHz,4.0,500GB HDD,Intel HD Graphics 620,No OS,1.86,393.9,1049088.0
491,594,899.0,Thinkpad T460s,Ultrabook,14.0,Intel Core i7 6600U 2.6GHz,12.0,256GB SSD,Intel HD Graphics 520,Windows 10,1.4,1673.0,2073600.0
493,445,899.0,ThinkPad T470s,Ultrabook,14.0,Intel Core i7 7500U 2.7GHz,24.0,512GB SSD,Intel HD Graphics 620,Windows 10,1.32,2382.0,3686400.0
494,785,899.0,Thinkpad P50,Notebook,15.6,Intel Core i7 6820HQ 2.7GHz,16.0,512GB SSD,Nvidia Quadro M2000M,Windows 7,2.5,2370.0,8294400.0
495,851,949.0,Alienware 17,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,32.0,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,4.42,3072.89,2073600.0
497,346,949.0,Inspiron 3552,Notebook,15.6,Intel Celeron Dual Core N3060 1.6GHz,4.0,500GB HDD,Intel HD Graphics,Linux,2.2,274.9,1049088.0
498,1144,914.0,Omen -,Gaming,17.3,Intel Core i5 6300HQ 2.3GHz,8.0,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,3.35,1129.0,2073600.0
499,140,963.0,FX753VD-GC086T (i5-7300HQ/8GB/1TB,Gaming,17.3,Intel Core i5 7300HQ 2.5GHz,8.0,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,3.0,938.0,2073600.0
500,1121,1684.0,GE72 Apache,Gaming,17.3,Intel Core i7 6700HQ 2.6GHz,8.0,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,Windows 10,2.9,1511.19,2073600.0
503,1194,899.0,B51-80 (i7-6500U/4GB/1008GB/FHD/W7),Notebook,15.6,Intel Core i7 6500U 2.5GHz,4.0,1.0TB Hybrid,Intel HD Graphics 520,Windows 7,2.32,825.0,2073600.0
504,755,914.0,250 G6,Notebook,15.6,Intel Core i3 6006U 2GHz,8.0,256GB SSD,Intel HD Graphics 520,Windows 10,1.86,539.0,2073600.0
506,227,1195.0,Portege Z30-C-16L,Ultrabook,13.3,Intel Core i7 6500U 2.5GHz,8.0,256GB SSD,Intel HD Graphics 520,Windows 10,1.2,1363.0,2073600.0
509,337,1195.0,Satellite Pro,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,2.0,943.0,2073600.0
510,135,559.0,Swift 3,Ultrabook,14.0,Intel Core i7 8550U 1.8GHz,8.0,256GB SSD,Intel UHD Graphics 620,Windows 10,1.6,884.0,2073600.0
511,1314,914.0,Stream 11-Y000na,Netbook,11.6,Intel Celeron Dual Core N3060 1.6GHz,2.0,32GB Flash Storage,Intel HD Graphics 400,Windows 10,1.17,209.0,1049088.0
512,915,899.0,ThinkPad X1,Ultrabook,14.0,Intel Core i7 7500U 2.7GHz,8.0,256GB Flash Storage,Intel HD Graphics 620,Windows 10,1.13,2049.0,2073600.0
515,197,899.0,IdeaPad 320-17IKBR,Notebook,17.3,Intel Core i5 8250U 1.6GHz,8.0,256GB SSD,Nvidia GeForce MX150,No OS,2.8,698.0,1440000.0
517,1071,559.0,Aspire ES1-523,Notebook,15.6,AMD A8-Series 7410 2.2GHz,8.0,1TB HDD,AMD Radeon R5,Windows 10,2.4,449.0,1049088.0
518,617,899.0,Thinkpad P51,Notebook,15.6,Intel Xeon E3-1535M v6 3.1GHz,32.0,1TB SSD,Nvidia Quadro M2200M,Windows 10,2.5,4899.0,8294400.0
519,451,914.0,Omen 15-AX205na,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,8.0,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.2,1099.0,2073600.0
520,265,949.0,Inspiron 5770,Notebook,17.3,Intel Core i7 8550U 1.8GHz,8.0,128GB SSD +  1TB HDD,AMD Radeon 530,Windows 10,2.8,1142.0,2073600.0
522,96,963.0,Zenbook UX430UA,Ultrabook,14.0,Intel Core i7 7500U 2.7GHz,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.25,1049.0,2073600.0
523,112,899.0,Thinkpad T470,Notebook,14.0,Intel Core i7 7500U 2.7GHz,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.58,1480.0,2073600.0
525,847,899.0,N42-20 Chromebook,Notebook,14.0,Intel Celeron Quad Core N3160 1.6GHz,4.0,16GB Flash Storage,Intel HD Graphics 400,Chrome OS,1.5,325.0,1049088.0
526,800,210.8,K146 (N3350/4GB/32GB/W10),Notebook,14.0,Intel Celeron Dual Core N3350 1.1GHz,4.0,32GB Flash Storage,Intel HD Graphics 500,Windows 10,1.22,202.9,2073600.0
528,434,949.0,Latitude 5480,Ultrabook,14.0,Intel Core i7 7600U 2.8GHz,8.0,256GB SSD,Intel HD Graphics 620,Linux,1.6,1099.0,2073600.0
530,775,963.0,X751NV-TY001 (N4200/4GB/1TB/GeForce,Notebook,17.3,Intel Pentium Quad Core N4200 1.1GHz,4.0,1TB HDD,Nvidia GeForce 920MX,Windows 10,2.8,470.34,1049088.0
531,351,899.0,Legion Y520-15IKBN,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,16.0,256GB SSD +  2TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.4,1129.0,2073600.0
532,89,914.0,250 G6,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.96,598.99,2073600.0
533,673,1195.0,Satellite Pro,Notebook,15.6,Intel Core i3 6100U 2.1GHz,4.0,128GB SSD,Intel HD Graphics 520,Windows 10,2.1,498.0,1049088.0
535,432,949.0,Inspiron 7577,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,8.0,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.62,1159.0,2073600.0
536,241,559.0,Aspire A315-51,Notebook,15.6,Intel Core i3 6006U 2GHz,4.0,1TB HDD,Intel HD Graphics 520,Linux,2.1,390.0,1049088.0
538,711,899.0,V310-15IKB (i5-7200U/4GB/1TB/FHD/W10),Notebook,15.6,Intel Core i5 7200U 2.5GHz,4.0,1TB HDD +  1TB HDD,Intel HD Graphics 620,Windows 10,2.1,621.45,2073600.0
541,1060,914.0,EliteBook 1040,Notebook,14.0,Intel Core i5 6200U 2.3GHz,8.0,256GB SSD,Intel HD Graphics 520,Windows 7,1.43,1469.0,2073600.0
543,938,899.0,ThinkPad Yoga,2 in 1 Convertible,13.3,Intel Core i5 7200U 2.5GHz,8.0,512GB SSD,Intel HD Graphics 620,Windows 10,1.37,1825.0,2073600.0
544,358,1684.0,GP72MVR 7RFX,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,8.0,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.7,1409.0,2073600.0
546,1292,963.0,X553SA-XX031T (N3050/4GB/500GB/W10),Notebook,15.6,Intel Celeron Dual Core N3050 1.6GHz,4.0,500GB HDD,Intel HD Graphics,Windows 10,2.2,369.0,1049088.0
547,862,963.0,Rog GL502VM-DS74,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,16.0,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.1,1899.0,2073600.0
549,703,559.0,TravelMate B117-M,Netbook,11.6,Intel Celeron Dual Core N3050 1.6GHz,4.0,32GB Flash Storage,Intel HD Graphics,Windows 10,1.4,269.0,1049088.0
550,1275,949.0,Vostro 3568,Notebook,15.6,Intel Core i3 6006U 2GHz,4.0,500GB HDD,Intel HD Graphics 520,Windows 10,2.29,490.0,1049088.0
553,1108,949.0,Inspiron 5370,Ultrabook,13.3,Intel Core i5 8250U 1.6GHz,4.0,256GB SSD,AMD Radeon 530,Windows 10,1.4,818.35,2073600.0
554,624,914.0,EliteBook 850,Ultrabook,15.6,Intel Core i7 7500U 2.7GHz,8.0,512GB SSD,Intel HD Graphics 620,Windows 10,1.84,1389.0,2073600.0
555,267,914.0,ProBook 450,Notebook,15.6,Intel Core i5 8250U 1.6GHz,4.0,500GB HDD,Intel HD Graphics 620,Windows 10,2.1,722.0,2073600.0
557,81,914.0,ProBook 470,Notebook,17.3,Intel Core i5 8250U 1.6GHz,8.0,128GB SSD +  1TB HDD,Nvidia GeForce 930MX,Windows 10,2.5,977.0,2073600.0
558,1189,914.0,ProBook 450,Notebook,15.6,Intel Core i7 8550U 1.8GHz,16.0,512GB SSD,Intel UHD Graphics 620,Windows 10,2.1,1159.0,2073600.0
559,189,949.0,Inspiron 7773,Notebook,17.3,Intel Core i7 8550U 1.8GHz,16.0,512GB SSD,Nvidia GeForce 150MX,Windows 10,2.77,1549.0,2073600.0
560,1286,914.0,Stream 11-Y000na,Netbook,11.6,Intel Celeron Dual Core N3060 1.6GHz,2.0,32GB Flash Storage,Intel HD Graphics 400,Windows 10,1.17,209.0,1049088.0
561,225,949.0,Inspiron 3576,Notebook,15.6,Intel Core i5 8250U 1.6GHz,8.0,256GB SSD,AMD Radeon 520,Linux,2.2,677.35,2073600.0
562,863,949.0,Inspiron 5767,Notebook,17.3,Intel Core i7 7500U 2.7GHz,8.0,1TB HDD,AMD Radeon R7 M445,Linux,2.83,865.0,2073600.0
563,730,899.0,ThinkPad T470s,Ultrabook,14.0,Intel Core i5 7200U 2.5GHz,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.32,1499.0,2073600.0
564,1223,949.0,Inspiron 5567,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8.0,256GB SSD,AMD Radeon R7 M445,Windows 10,2.36,889.0,2073600.0
565,1145,914.0,15-bs078cl (i7-7500U/8GB/2TB/W10),Notebook,15.6,Intel Core i7 7500U 2.7GHz,8.0,2TB HDD,Intel HD Graphics 620,Windows 10,2.04,629.0,1049088.0
566,611,949.0,Vostro 3568,Notebook,15.6,Intel Core i3 6006U 2GHz,4.0,1TB HDD,AMD Radeon R5 M420,Linux,2.18,465.0,1049088.0
568,960,949.0,Latitude 7280,Ultrabook,12.5,Intel Core i5 7200U 2.5GHz,8.0,256GB SSD,Intel HD Graphics,Windows 10,1.36,1472.2,2073600.0
569,1029,1195.0,Portege A30-C-1CZ,Notebook,13.3,Intel Core i5 6200U 2.3GHz,8.0,256GB SSD,Intel HD Graphics 520,Windows 10,1.5,1210.0,1049088.0
570,698,559.0,Chromebook 14,Notebook,14.0,Intel Celeron Dual Core 3855U 1.6GHz,4.0,32GB Flash Storage,Intel HD Graphics 510,Chrome OS,1.45,375.0,1049088.0
571,1178,899.0,ThinkPad T460,Ultrabook,14.0,Intel Core i7 6600U 2.6GHz,8.0,256GB SSD,Intel HD Graphics 520,Windows 7,1.7,1499.0,2073600.0
572,959,899.0,IdeaPad Y700-15ACZ,Gaming,15.6,AMD FX 8800P 2.1GHz,16.0,512GB SSD +  1TB HDD,AMD Radeon R9 M385,Windows 10,2.5,999.0,2073600.0
574,16,1339.69,MacBook Pro,Ultrabook,13.3,Intel Core i5 2.3GHz,8.0,256GB SSD,Intel Iris Plus Graphics 640,macOS,1.37,1518.55,4096000.0
575,1214,899.0,V110-15ISK (i3-6006U/4GB/1TB/Radeon,Notebook,15.6,Intel Core i3 6006U 2GHz,4.0,1TB HDD,AMD Radeon R5 M430,No OS,1.9,368.0,1049088.0
576,747,559.0,Aspire ES1-572,Notebook,15.6,Intel Core i3 6006U 2GHz,4.0,500GB HDD,Intel HD Graphics 520,Windows 10,2.4,410.8,1049088.0
577,1126,949.0,Vostro 3559,Notebook,15.6,Intel Core i5 6200U 2.3GHz,4.0,500GB HDD,AMD Radeon R5 M315,Windows 7,2.24,769.15,1049088.0
578,767,949.0,Alienware 17,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,16.0,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,4.42,2868.99,8294400.0
579,518,559.0,Aspire A515-51G,Notebook,15.6,Intel Core i7 7500U 2.7GHz,4.0,500GB HDD,Nvidia GeForce 940MX,Windows 10,2.2,639.0,2073600.0
580,719,949.0,Latitude 5480,Notebook,14.0,Intel Core i5 7440HQ 2.8GHz,8.0,256GB SSD,Nvidia GeForce 930MX,Linux,1.64,1089.0,2073600.0
581,587,265.0,SmartBook Edge,Notebook,14.0,Intel Celeron Quad Core N3450 1.1GHz,4.0,32GB SSD,Intel HD Graphics 500,Windows 10,1.45,389.0,2073600.0
583,400,1684.0,Leopard GP72M,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,8.0,256GB SSD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.7,1349.0,2073600.0
588,91,949.0,XPS 13,Ultrabook,13.3,Intel Core i7 8550U 1.8GHz,8.0,256GB SSD,Intel UHD Graphics 620,Windows 10,1.21,1649.0,2073600.0
589,912,949.0,XPS 13,2 in 1 Convertible,13.3,Intel Core i7 7Y75 1.3GHz,8.0,512GB SSD,Intel HD Graphics 615,Windows 10,1.24,2013.1,5760000.0
590,844,949.0,Alienware 15,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,16.0,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,3.21,2774.63,2073600.0
591,802,899.0,Yoga 510-15IKB,2 in 1 Convertible,15.6,Intel Core i5 7200U 2.5GHz,8.0,256GB SSD,AMD Radeon R7 M460,Windows 10,2.08,959.0,2073600.0
593,514,559.0,Aspire A515-51G-59QF,Notebook,15.6,Intel Core i5 8250U 1.6GHz,4.0,1TB HDD,Nvidia GeForce MX150,Windows 10,2.2,613.0,2073600.0
594,275,1339.69,MacBook Pro,Ultrabook,13.3,Intel Core i5 2.9GHz,8.0,512GB SSD,Intel Iris Graphics 550,macOS,1.37,1958.9,4096000.0
595,1268,949.0,Inspiron 3552,Notebook,15.6,Intel Pentium Quad Core N3710 1.6GHz,4.0,500GB HDD,Intel HD Graphics,Linux,2.2,324.0,1049088.0
596,897,949.0,Vostro 3568,Notebook,15.6,Intel Core i3 6006U 2.0GHz,4.0,1TB HDD,AMD Radeon R5 M420X,Linux,2.18,455.7,1049088.0
597,1179,1684.0,GS40 Phantom,Gaming,14.0,Intel Core i7 6700HQ 2.6GHz,16.0,256GB SSD +  1TB HDD,Nvidia GeForce GTX 970M,Windows 10,1.7,1769.0,2073600.0
598,1023,914.0,Probook 440,Notebook,14.0,Intel Core i3 7100U 2.4GHz,4.0,500GB HDD,Intel HD Graphics 620,Windows 10,1.64,684.0,1049088.0
599,442,963.0,Rog Strix,Gaming,17.3,AMD Ryzen 1600 3.2GHz,8.0,256GB SSD +  1TB HDD,AMD Radeon RX 580,Windows 10,3.2,1695.0,2073600.0
600,383,949.0,Inspiron 3552,Notebook,15.6,Intel Celeron Dual Core N3060 1.60GHz,4.0,500GB HDD,Intel HD Graphics 400,Windows 10,1.8,309.0,1049088.0
601,689,963.0,L502NA-GO052T (N3350/4GB/128GB/W10),Notebook,15.6,Intel Celeron Dual Core N3350 1.1GHz,4.0,128GB SSD,Intel HD Graphics 500,Windows 10,1.86,419.0,1049088.0
602,1184,899.0,ThinkPad T570,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.95,1390.0,2073600.0
603,925,899.0,IdeaPad 510-15IKB,Notebook,15.6,Intel Core i7 7500U 2.7GHz,6.0,256GB SSD,Nvidia GeForce 940MX,Windows 10,2.2,789.0,2073600.0
604,381,914.0,15-bw003nv (A9-Series-9420/4GB/256GB/FHD/W10),Notebook,15.6,AMD A9-Series 9420 3GHz,4.0,256GB SSD,AMD Radeon R5,Windows 10,1.91,488.99,2073600.0
606,1290,899.0,IdeaPad 100S-14IBR,Notebook,14.0,Intel Celeron Dual Core N3050 1.6GHz,2.0,64GB Flash Storage,Intel HD Graphics,Windows 10,1.5,229.0,1049088.0
607,746,1684.0,GS63VR 7RF,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,16.0,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,1.8,2094.48,2073600.0
609,1157,1684.0,GP62M 7RDX,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,8.0,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.4,1142.8,2073600.0
